Name,Location,City,P.O Box,Phone,Mobile,Company page link,Logo url
Summerland Motel,"Opp Sharjah Grand Hotel, Port Khalid, Al Khan","Sharjah, UAE",6006,+97165281321,N/A,https://www.yellowpages-uae.com/summerland-motel-135656.html,N/A
Sumo Salad,"Dubai Mall Food Court, Downtown Burj Khalifa","Dubai, UAE",523,+97143308063,N/A,https://www.yellowpages-uae.com/sumo-salad-62656.html,N/A
Sumo Sushi & Bento,"Ground Floor, Building # 10, BBC Building, Dubai Media City","Dubai, UAE",57360,+97143911041,N/A,https://www.yellowpages-uae.com/sumo-sushi-bento-110857.html,N/A
Sunlight Restaurant,Hamdan St,"Abu Dhabi, UAE",26438,+97126321566,N/A,https://www.yellowpages-uae.com/sunlight-restaurant-126815.html,N/A
Super Kabab Iranian Restaurant,"Al Khaleej Rd, Abu Hail","Dubai, UAE",N/A,+97142685685,+971502411998,https://www.yellowpages-uae.com/super-kabab-iranian-restaurant-175232.html,N/A
Super Seven Seas Restaurants,Bur Dubai,"Dubai, UAE",45863,+97143932112,N/A,https://www.yellowpages-uae.com/super-seven-seas-restaurants-117719.html,N/A
Surf Cafe Dubai,Jumeirah Beach Road,"Dubai, UAE",N/A,+97143466292,N/A,https://www.yellowpages-uae.com/surf-cafe-dubai-175783.html,N/A
Surya Restaurant,Qusais,"Dubai, UAE",N/A,+97142678080,N/A,https://www.yellowpages-uae.com/surya-restaurant-144090.html,N/A
Susana Restaurant,Karama,"Dubai, UAE",26195,+97143575838,N/A,https://www.yellowpages-uae.com/susana-restaurant-158786.html,N/A
Sushi,"Grand Hyatt Hotel, Sheikh Rashid Rd, Bur Dubai","Dubai, UAE",7978,+97143172222,N/A,https://www.yellowpages-uae.com/sushi-62658.html,N/A
Sushi Central,Al Khalidiya,"Abu Dhabi, UAE",N/A,+97100 520007,N/A,https://www.yellowpages-uae.com/sushi-central-175662.html,N/A
Sushi Counter,Dubai Media City,"Dubai, UAE",N/A,+97143751095,N/A,https://www.yellowpages-uae.com/sushi-counter-175784.html,N/A
Sushi Folie,"Holiday Inn, Al Barsha, next to Mall of the Emirates","Dubai, UAE",115443,+97143234333,N/A,https://www.yellowpages-uae.com/sushi-folie-62660.html,N/A
Sushi Sushi Restaurant - Century Village,Garhoud,"Dubai, UAE",77671,+97142829908,N/A,https://www.yellowpages-uae.com/sushi-sushi-restaurant-century-village-150157.html,N/A
Suvoroff,"Murgan 1 Bldg, Near Al Ansari Exch, JBR","Dubai, UAE",333581,+97144370178,N/A,https://www.yellowpages-uae.com/suvoroff-62626.html,N/A
Swadist,"Opposite City Corner Supermarket, Al Karama","Dubai, UAE",N/A,+97143342920,+97143342921,https://www.yellowpages-uae.com/swadist-173553.html,N/A
Swagath Vegetarian Restaurant,"Food Court, Al Musalla Tower, Mankhool","Dubai, UAE",8226,+97143969363,+97143969323,https://www.yellowpages-uae.com/swagath-vegetarian-restaurant-111357.html,N/A
"Swan, The","Al Ghurair Centre, Deira","Dubai, UAE",171567,+97142285911,N/A,https://www.yellowpages-uae.com/swan-the-135710.html,N/A
Sydney Restaurant,"Opp Bin Ladin Camp, Indl Area 11","Sharjah, UAE",30218,+97165349443,N/A,https://www.yellowpages-uae.com/sydney-restaurant-129111.html,N/A
Szechuan Palace,"Ramada Chelsea Hotel, Al Barsha","Dubai, UAE",N/A,+97145019000,N/A,https://www.yellowpages-uae.com/szechuan-palace-143665.html,N/A
Tabaq Restaurant,"Hamdan St, Ziani","Abu Dhabi, UAE",46695,+97126787349,N/A,https://www.yellowpages-uae.com/tabaq-restaurant-119605.html,N/A
Taipei Dao,Downtown Dubai,"Dubai, UAE",N/A,+97144510694,N/A,https://www.yellowpages-uae.com/taipei-dao-175785.html,N/A
Taj Mahal Restaurant,"Next to Al Fujairah Jewellery, Opp ADCB","Fujairah, UAE",1146,+97192225225,N/A,https://www.yellowpages-uae.com/taj-mahal-restaurant-116562.html,N/A
Tajdeed Hyderabadi Restaurant,"Gete Bldg B Block, Opp City Hotel, Rolla","Sharjah, UAE",N/A,+97165637393,+971557590859,https://www.yellowpages-uae.com/tajdeed-hyderabadi-restaurant-68584.html,N/A
Tala Semplice,"8th St., Deira City Centre","Dubai, UAE",N/A,+97142925200,N/A,https://www.yellowpages-uae.com/tala-semplice-143086.html,N/A
Talay Thai Restaurant,"Le Meridian, Al Zahiyah","Abu Dhabi, UAE",N/A,+97126446666,N/A,https://www.yellowpages-uae.com/talay-thai-restaurant-175725.html,N/A
Tamar Darbar Restaurant,"Behind Masjid Shahaba, TCA","Abu Dhabi, UAE",75337,+97126452221,+971502644747,https://www.yellowpages-uae.com/tamar-darbar-restaurant-175523.html,N/A
Tamba Restaurant,"World Trade Centre Mall, Al Markaziyah","Abu Dhabi, UAE",N/A,+97126728888,N/A,https://www.yellowpages-uae.com/tamba-restaurant-175726.html,N/A
Tamilnadu Restaurant,"Fire Station Rd, Al Muwailah","Sharjah, UAE",66988,+97165353696,N/A,https://www.yellowpages-uae.com/tamilnadu-restaurant-148307.html,N/A
Tandoor Express,Mussafah,"Abu Dhabi, UAE",N/A,+97125596655,N/A,https://www.yellowpages-uae.com/tandoor-express-145584.html,N/A
Tandoor Palace,"Al Nahda 1, Qusais","Dubai, UAE",91521,+97142505035,+971503659486,https://www.yellowpages-uae.com/tandoor-palace-175350.html,N/A
Tandoori Junction Restaurant,"G 04, HDS Tower, JLT","Dubai, UAE",643532,+97144311866,N/A,https://www.yellowpages-uae.com/tandoori-junction-restaurant-147696.html,N/A
Tandushi,Lotus Downtown Metro Hotel Apartments & Spa,"Dubai, UAE",N/A,+97142068888,N/A,https://www.yellowpages-uae.com/tandushi-67472.html,N/A
Tanjara,Madinat Zayed,"Abu Dhabi, UAE",33779,+97126278644,N/A,https://www.yellowpages-uae.com/tanjara-145585.html,N/A
Taqado Mexican Kitchen,"The Galleria, Al Maryah Island","Abu Dhabi, UAE",N/A,+97126770700,N/A,https://www.yellowpages-uae.com/taqado-mexican-kitchen-175648.html,N/A
Tarbouche,Central Market,"Abu Dhabi, UAE",N/A,+97126282220,N/A,https://www.yellowpages-uae.com/tarbouche-145706.html,N/A
Tareeq Al Saadah Restaurant,"Masjid Bldg, Abu Shagara Park","Sharjah, UAE",N/A,+97165240100,+971543037907,https://www.yellowpages-uae.com/tareeq-al-saadah-restaurant-175364.html,N/A
Tarweeah,"Behind Spinneys, Najda Street","Abu Dhabi, UAE",N/A,+97126445004,+971566229119,https://www.yellowpages-uae.com/tarweeah-175573.html,N/A
Tashas Cafe,Al Bateen,"Abu Dhabi, UAE",N/A,+97124450890,N/A,https://www.yellowpages-uae.com/tashas-cafe-175727.html,N/A
Tashkent Restaurant,Al Barsha,"Dubai, UAE",71121,+97144470706,+971501157060,https://www.yellowpages-uae.com/tashkent-restaurant-175355.html,N/A
Taste Buds Restaurant FZO,"Shop 1, Apricot Building, Dubai Silicon Oasis","Dubai, UAE",N/A,+97143922283,+971559812345,https://www.yellowpages-uae.com/taste-buds-restaurant-fzo-175282.html,N/A
Taste Of India Vegetarian Restaurant,Al Wahda,"Sharjah, UAE",N/A,+97165484551,N/A,https://www.yellowpages-uae.com/taste-of-india-vegetarian-restaurant-147705.html,N/A
Taste Restaurant,"Hor Al Anz, Deira","Dubai, UAE",N/A,+97142623050,+971561630777,https://www.yellowpages-uae.com/taste-restaurant-175346.html,N/A
Tasty Biriyani Restaurant,Deira,"Dubai, UAE",81658,+97142298856,N/A,https://www.yellowpages-uae.com/tasty-biriyani-restaurant-124756.html,N/A
Tasty Village Restaurant,"Al Fahidi Plaza, Bur Dubai","Dubai, UAE",N/A,+97143798100,+971551739191,https://www.yellowpages-uae.com/tasty-village-restaurant-175296.html,N/A
Tawa Bakery,"Al Muneera Beach Plaza, Al Raha","Abu Dhabi, UAE",N/A,+97125566900,N/A,https://www.yellowpages-uae.com/tawa-bakery-175663.html,N/A
Taxi Shawarma,"Near Filli Tea, Al Shamsi Bldg, Baghdad St, Al Nahda","Dubai, UAE",N/A,+97142727729,N/A,https://www.yellowpages-uae.com/taxi-shawarma-175224.html,N/A
Taza,Al Nahda,"Sharjah, UAE",N/A,+97165254415,N/A,https://www.yellowpages-uae.com/sharjah-taza-68538.html,N/A
Tcby,Deira,"Dubai, UAE",3929,+97142621144,N/A,https://www.yellowpages-uae.com/tcby-149563.html,N/A
Tea Junction Cafe,"Opp Bohri Masjid, Bhnd NMC, Al Nahda 2","Dubai, UAE",N/A,+97148804428,+971564485335,https://www.yellowpages-uae.com/tea-junction-cafe-175343.html,N/A
Tea Turn Cafeteria,"Near Fatima Supermarket, TCA","Abu Dhabi, UAE",N/A,+97126456751,+971553673131,https://www.yellowpages-uae.com/tea-turn-cafeteria-175574.html,N/A
Teatro - Towers Rotana Hotel,Sh Zayed Road,"Dubai, UAE",30430,+97143122240,N/A,https://www.yellowpages-uae.com/teatro-towers-rotana-hotel-150159.html,N/A
Thai Rock Restaurant,"Food Court, Al Khail Mall, Al Quoz","Dubai, UAE",N/A,+97143307555,N/A,https://www.yellowpages-uae.com/thai-rock-restaurant-147726.html,N/A
The Black Lion,"The H Dubai, Shk Zayed Road","Dubai, UAE",N/A,+97145018888,N/A,https://www.yellowpages-uae.com/the-black-lion-175803.html,N/A
The Boardwalk,"Opp City Centre, Deira","Dubai, UAE",N/A,+97142956000,N/A,https://www.yellowpages-uae.com/the-boardwalk-175620.html,N/A
The Cake Bar,Jumeirah Beach Rd,"Dubai, UAE",22399,+97143955775,N/A,https://www.yellowpages-uae.com/the-cake-bar-147391.html,N/A
The Cave,"Cornad Dubai, Shk Zayed Road","Dubai, UAE",N/A,+97144447444,N/A,https://www.yellowpages-uae.com/the-cave-175818.html,N/A
The City Celebration Restaurant,Hamdan St,"Abu Dhabi, UAE",N/A,+97126729656,N/A,https://www.yellowpages-uae.com/the-city-celebration-restaurant-146035.html,N/A
The Croft,Dubai Marina,"Dubai, UAE",N/A,+97143194794,N/A,https://www.yellowpages-uae.com/the-croft-175821.html,N/A
The Desert Wok Restaurant,"Al Qusais 1, Nxt Dubai Women's College","Dubai, UAE",N/A,+97142585522,+97142585527,https://www.yellowpages-uae.com/the-desert-wok-restaurant-175221.html,N/A
The Favourite Restaurant,Al Falah Str,"Abu Dhabi, UAE",40032,+97126412464,N/A,https://www.yellowpages-uae.com/the-favourite-restaurant-148458.html,N/A
The Forge,"Ritz Carlton, Al Maqta","Abu Dhabi, UAE",N/A,+97128188282,N/A,https://www.yellowpages-uae.com/the-forge-175696.html,N/A
The Foundry,"Southern Sun, Al Zahiyah","Abu Dhabi, UAE",N/A,+97128184888,N/A,https://www.yellowpages-uae.com/the-foundry-175697.html,N/A
The Gem Garden,Shaikh Zayed Road,"Dubai, UAE",N/A,+97143234333,N/A,https://www.yellowpages-uae.com/the-gem-garden-67482.html,N/A
The Grand Grill Steakhouse,Shk Zayed Rd,"Dubai, UAE",213059,+97143380409,N/A,https://www.yellowpages-uae.com/the-grand-grill-steakhouse-159152.html,N/A
The Huddle,"Citymax Hotel, Al Barsha","Dubai, UAE",N/A,+97144078000,N/A,https://www.yellowpages-uae.com/the-huddle-67483.html,N/A
The Indian Accent,Salam Street,"Abu Dhabi, UAE",N/A,+97128836144,N/A,https://www.yellowpages-uae.com/the-indian-accent-175506.html,N/A
The Indian Corner FZC,SAIF Zone,"Sharjah, UAE",9358,+97165573664,N/A,https://www.yellowpages-uae.com/the-indian-corner-fzc-137314.html,N/A
The Indian Pavillion,Umm Suqueim / Al Wasl Road / MOE,"Dubai, UAE",N/A,+97143941483,N/A,https://www.yellowpages-uae.com/the-indian-pavillion-67484.html,N/A
The Kebab Shop,"Z Bldg, DMCC","Dubai, UAE",126764,+97143453365,N/A,https://www.yellowpages-uae.com/the-kebab-shop-146770.html,N/A
The Liquid Lounge,"Gold Swiss Belhotel, Bur Dubai","Dubai, UAE",N/A,+97143459992,N/A,https://www.yellowpages-uae.com/the-liquid-lounge-67808.html,N/A
The Lounge,"Sea View Hotel, Bur Dubai","Dubai, UAE",N/A,+97143558080,N/A,https://www.yellowpages-uae.com/the-lounge-67809.html,N/A
The Maine - A New England Brasserie Company,Jumeirah,"Dubai, UAE",N/A,+97144576719,N/A,https://www.yellowpages-uae.com/the-maine-a-new-england-brasserie-company-177576.html,N/A
The Market Place,"JW Marriot, Deira","Dubai, UAE",N/A,+97146077977,N/A,https://www.yellowpages-uae.com/the-market-place-67485.html,N/A
The Meat Company,Souk Al Qaryat Al Beri,"Abu Dhabi, UAE",N/A,+97125581713,N/A,https://www.yellowpages-uae.com/the-meat-company-175709.html,N/A
The Med,Dubai Media City,"Dubai, UAE",N/A,+97144271000,N/A,https://www.yellowpages-uae.com/the-med-67810.html,N/A
The Monk,Al Aweer,"Dubai, UAE",63363,+97143335353,N/A,https://www.yellowpages-uae.com/oras-al-khaimahzai-motors-fzd-66742.html,N/A
The Monsoon,"Flora Grand Hotel, Deira","Dubai, UAE",N/A,+97142233344,N/A,https://www.yellowpages-uae.com/the-monsoon-67486.html,N/A
The Old Vic,"Ramada Hotel Dubai, Bur Dubai","Dubai, UAE",N/A,+97143519999,N/A,https://www.yellowpages-uae.com/the-old-vic-67488.html,N/A
The Retreat,Khalifa City,"Abu Dhabi, UAE",N/A,+97126169999,N/A,https://www.yellowpages-uae.com/the-retreat-175717.html,N/A
The Snack House,"Gate 1 Building, Dubai Silicon Oasis","Dubai, UAE",N/A,+97143338680,+971564279327,https://www.yellowpages-uae.com/the-snack-house-175266.html,N/A
The Stuffed Burger Company,Airport Road,"Abu Dhabi, UAE",N/A,+97125560353,+97100 545541,https://www.yellowpages-uae.com/the-stuffed-burger-company-175566.html,N/A
The Terrace Restaurant,Next to Gulf Medical University,"Ajman, UAE",N/A,+97167430002,N/A,https://www.yellowpages-uae.com/the-terrace-restaurant-142568.html,N/A
The Village Restaurant,"Al Hamra Village Golf Resort, RAK","Ras Al Khaimah, UAE",N/A,+97172446666,N/A,https://www.yellowpages-uae.com/the-village-restaurant-108020.html,N/A
The Wok House,"Front Fa?ade, BurJuman","Dubai, UAE",N/A,+97143599786,N/A,https://www.yellowpages-uae.com/the-wok-house-67493.html,N/A
Tibba Restaurant,"Damascus St, Qusais","Dubai, UAE",N/A,+97142578585,N/A,https://www.yellowpages-uae.com/tibba-restaurant-143045.html,N/A
Tiffinbites,Jumeirah Beach Residence,"Dubai, UAE",N/A,+97144404952,N/A,https://www.yellowpages-uae.com/tiffinbites-67815.html,N/A
Tikka Tonight Restaurant,"UAE Exchange Bldg, Damascus St, Al Qusais","Dubai, UAE",N/A,+97142205822,N/A,https://www.yellowpages-uae.com/tikka-tonight-restaurant-175321.html,N/A
Todays Restaurant,"Bhnd Zuleka Hosp, Near Pond Park, Al Nahda 2","Dubai, UAE",N/A,+97142637335,+971502487003,https://www.yellowpages-uae.com/todays-restaurant-175255.html,N/A
Toki Japanese Restaurant,"Hilton, Khubeirah","Abu Dhabi, UAE",N/A,+97126811900,N/A,https://www.yellowpages-uae.com/toki-japanese-restaurant-175728.html,N/A
Tom & Serg Cafe,"Al Joud Centre, 15A Street, Al Quoz","Dubai, UAE",N/A,+971504746812,N/A,https://www.yellowpages-uae.com/tom-serg-cafe-175786.html,N/A
Tony Roma's,Sh Zayed Rd,"Dubai, UAE",15018,+97143685655,N/A,https://www.yellowpages-uae.com/tony-roma-s-131620.html,N/A
Topkapi - Taj Palace Hotel Dubai,Riqa Road,"Dubai, UAE",42211,+97142113060,N/A,https://www.yellowpages-uae.com/topkapi-taj-palace-hotel-dubai-149564.html,N/A
Tori Nu Su,"Jumeirah Al Etihad Towers, Al khubeirah","Abu Dhabi, UAE",N/A,+97128115666,N/A,https://www.yellowpages-uae.com/tori-nu-su-175742.html,N/A
Tourist Club Star Cafeteria,"Universal Pharmacy Building, TCA","Abu Dhabi, UAE",N/A,+971564680910,N/A,https://www.yellowpages-uae.com/tourist-club-star-cafeteria-175551.html,N/A
Trader Vics,"Crowne Plaza, Sh zayed road","Dubai, UAE",N/A,+97143311111,N/A,https://www.yellowpages-uae.com/trader-vics-67819.html,N/A
Traiteur,"Park Hyatt, Deira","Dubai, UAE",N/A,+97143172222,N/A,https://www.yellowpages-uae.com/traiteur-67820.html,N/A
Travancore Restaurant LLC,Mussafah 10,"Abu Dhabi, UAE",N/A,+97125596490,N/A,https://www.yellowpages-uae.com/travancore-restaurant-llc-150966.html,N/A
Tripoli Restaurant,Musaffah,"Abu Dhabi, UAE",N/A,+97126440999,+97125553666,https://www.yellowpages-uae.com/tripoli-restaurant-175518.html,N/A
Triveni Restaurant,"Beauty Center Bldg, Near Fish R/A, Opp Maktoum Hosp","Dubai, UAE",82863,+97142213133,N/A,https://www.yellowpages-uae.com/triveni-restaurant-138608.html,N/A
Troyka - Ascot Hotel,"5th Flr, Burjuman Centre, Bur Dubai","Dubai, UAE",52555,+97143520900,N/A,https://www.yellowpages-uae.com/troyka-ascot-hotel-62627.html,N/A
Tub Of Butter,"Al Manara, Shk Zayed Road","Dubai, UAE",N/A,+97143438884,N/A,https://www.yellowpages-uae.com/tub-of-butter-175634.html,N/A
Turath Al Mandi,"503, Jumeirah Beach Rd, Jumeirah 3","Dubai, UAE",74804,+97143953555,N/A,https://www.yellowpages-uae.com/turath-al-mandi-102640.html,N/A
Turquoiz,Saadiyat Island,"Abu Dhabi, UAE",N/A,+97124988888,N/A,https://www.yellowpages-uae.com/turquoiz-175729.html,N/A
Tutti Frutti Restaurant,Al Wasit St,"Sharjah, UAE",N/A,+97165668555,N/A,https://www.yellowpages-uae.com/tutti-frutti-restaurant-111389.html,N/A
UBK Cafe,"Movenpick, JLT","Dubai, UAE",N/A,+97144380000,N/A,https://www.yellowpages-uae.com/ubk-cafe-175787.html,N/A
Udupi Sagar Restaurant,"Near Astoria Hotel, Meena Bazar, Bur Dubai","Dubai, UAE",122426,+97143799442,+971523960616,https://www.yellowpages-uae.com/udupi-sagar-restaurant-175578.html,N/A
Ultra Brasserie,Dubai Marina,"Dubai, UAE",N/A,+97142775644,N/A,https://www.yellowpages-uae.com/ultra-brasserie-175788.html,N/A
Union Restaurant,"Near Emirates Petrol Station, Launch R/A","Ras Al Khaimah, UAE",401,+97172331389,N/A,https://www.yellowpages-uae.com/union-restaurant-138741.html,N/A
Unique Restaurant,Murabba R/A,"Al Ain, UAE",16913,+97137668188,N/A,https://www.yellowpages-uae.com/unique-restaurant-123685.html,N/A
UNO Pizzeria & Grill,Deira City Centre,"Dubai, UAE",N/A,+971008667,N/A,https://www.yellowpages-uae.com/uno-pizzeria-grill-175536.html,N/A
Uptown Pizza,Jumeirah,"Dubai, UAE",79401,+97143483487,N/A,https://www.yellowpages-uae.com/uptown-pizza-147662.html,N/A
Urban Bistro,"CNN Building, Media City","Dubai, UAE",N/A,+97143624330,N/A,https://www.yellowpages-uae.com/urban-bistro-175789.html,N/A
Urban Seafood,The Outlet Village,"Dubai, UAE",N/A,+97100 7527,N/A,https://www.yellowpages-uae.com/urban-seafood-175563.html,N/A
Ushna Restaurant,Souk Al Qaryat Al Beri,"Abu Dhabi, UAE",N/A,+97125581769,N/A,https://www.yellowpages-uae.com/ushna-restaurant-175730.html,N/A
Vadakkan Pepper Restaurant,"Owais Bldg, Abu Shagara","Sharjah, UAE",N/A,+97165445225,+971564204506,https://www.yellowpages-uae.com/vadakkan-pepper-restaurant-175360.html,N/A
Vaishali Restaurant LLC,Deira,"Dubai, UAE",65214,+97142243839,N/A,https://www.yellowpages-uae.com/vaishali-restaurant-llc-145821.html,N/A
Variety Food Restaurant and Catering,New Sanaiya,"Ajman, UAE",14113,+97167481012,N/A,https://www.yellowpages-uae.com/variety-food-restaurant-and-catering-121526.html,N/A
Vasanta Bhavan Restaurant,Bur Dubai,"Dubai, UAE",51311,+97143934873,N/A,https://www.yellowpages-uae.com/vasanta-bhavan-restaurant-114932.html,N/A
Vasanta Vegetarian Bhavan Restaurant,Al Nahda,"Dubai, UAE",N/A,+97142391177,N/A,https://www.yellowpages-uae.com/vasanta-vegetarian-bhavan-restaurant-175203.html,N/A
Vascos,"Hilton, Al Khubeirah","Abu Dhabi, UAE",N/A,+97126811900,N/A,https://www.yellowpages-uae.com/vascos-175731.html,N/A
Vazhiyoram Thattukada,"Near National Paints, Al Muwailah","Sharjah, UAE",N/A,+97165435498,N/A,https://www.yellowpages-uae.com/vazhiyoram-thattukada-148171.html,N/A
Venus Restaurant,"Opposite Lulu Center, Al Karama","Dubai, UAE",N/A,+97143352113,N/A,https://www.yellowpages-uae.com/venus-restaurant-173558.html,N/A
Via Delhi Restaurant,"Near Lamcy, Oud Metha","Dubai, UAE",N/A,+97143448044,+971544042477,https://www.yellowpages-uae.com/via-delhi-restaurant-175490.html,N/A
Village Restaurant,"Village Hyper Market Bldg, New West Accomodation, 8th R/A, Jafza","Jebel Ali, UAE",14528,+97148834844,N/A,https://www.yellowpages-uae.com/village-restaurant-145540.html,N/A
Vrindhavan Restaurant,"Bhnd Deira Taxi Stand, Deira","Dubai, UAE",52423,+97142273527,N/A,https://www.yellowpages-uae.com/vrindhavan-restaurant-138760.html,N/A
Wadat Beijing Chinese Restaurant,"Bhnd Lulu Center, Near Sharjah Rotana Hotel","Sharjah, UAE",24365,+97165647551,N/A,https://www.yellowpages-uae.com/wadat-beijing-chinese-restaurant-150980.html,N/A
Wadi Darbar Restaurant LLC,Satwa,"Dubai, UAE",N/A,+97143327755,+971555336040,https://www.yellowpages-uae.com/wadi-darbar-restaurant-llc-175316.html,N/A
Wadi Hadhramout Rest,"Near Al Madina S/Market, Gurfa","Fujairah, UAE",N/A,+97192233389,N/A,https://www.yellowpages-uae.com/wadi-hadhramout-rest-132695.html,N/A
Wanees Restaurant,Deira,"Dubai, UAE",40696,+97142696284,N/A,https://www.yellowpages-uae.com/wanees-restaurant-130930.html,N/A
Wardat Lebanese Restaurant FZCO,JLT,"Dubai, UAE",N/A,+97144521188,N/A,https://www.yellowpages-uae.com/wardat-lebanese-restaurant-fzco-151052.html,N/A
Weighbridge Restaurant,"3rd I/Change, Al Quoz Indl Area","Dubai, UAE",6647,+97143470458,N/A,https://www.yellowpages-uae.com/weighbridge-restaurant-129735.html,N/A
Wengs Kitchen Restaurant,"Behind UNB, Salam Street","Abu Dhabi, UAE",46504,+97126776799,+971559893199,https://www.yellowpages-uae.com/wengs-kitchen-restaurant-175588.html,N/A
West Line Cafeteria,TCA,"Abu Dhabi, UAE",N/A,+97126344771,+971553920265,https://www.yellowpages-uae.com/west-line-cafeteria-175587.html,N/A
West Star Restaurant,"Near Rotana Hotel, Al Nabba St","Sharjah, UAE",N/A,+97165620156,N/A,https://www.yellowpages-uae.com/west-star-restaurant-146666.html,N/A
Whissle,Tecom,"Dubai, UAE",N/A,+97144538200,N/A,https://www.yellowpages-uae.com/whissle-158470.html,N/A
White Pearl Restaurant,"Bhnd Modern Bakery, Near Jaleel Traders, Al Quoz","Dubai, UAE",N/A,+97143400226,+971559208011,https://www.yellowpages-uae.com/white-pearl-restaurant-175222.html,N/A
